market_cap_rank,stock_code,corp_name,corp_code,bsns_year,fs_div,sj_div,sj_nm,account_nm,thstrm_amount_current,frmtrm_amount_prior,bfefrmtrm_amount_before,ord
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,현금및현금성자산,57856378000000,53705579000000,69080893000000,10
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,단기상각후원가금융자산,0,0,608281000000,11
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,단기당기손익-공정가치금융자산,25715000000,36877000000,27112000000,12
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,선급비용,3627172000000,3362824000000,3366130000000,13
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,매출채권,51127642000000,43623073000000,36647393000000,14
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,재고자산,52636828000000,51754865000000,51625874000000,15
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,매각예정분류자산,0,0,217864000000,16
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,기타유동자산,6964529000000,6046740000000,5038838000000,17
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,단기금융상품,67965021000000,58909334000000,22690924000000,18
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,비유동자산,319257498000000,287469682000000,259969423000000,19
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,이연법인세자산,18840559000000,14236468000000,10211797000000,20
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,무형자산,29480565000000,23738566000000,22741862000000,21
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,관계기업 및 공동기업 투자,13772121000000,12592117000000,11767444000000,22
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,당기손익-공정가치금융자산,1280501000000,1175749000000,1431394000000,23
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,기타포괄손익-공정가치금융자산,16295005000000,10580932000000,7481297000000,24
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,순확정급여자산,4271547000000,3089571000000,4905219000000,25
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,기타비유동자산,20012416000000,16111070000000,14174148000000,26
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,유형자산,215304784000000,205945209000000,187256262000000,27
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,자본총계,436320337000000,402192070000000,363677865000000,29
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,지배기업 소유주지분,424313255000000,391687603000000,353233775000000,30
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,기타자본항목,16876248000000,15873008000000,1280130000000,31
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,자본금,897514000000,897514000000,897514000000,32
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,보통주자본금,778047000000,778047000000,778047000000,33
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,우선주자본금,119467000000,119467000000,119467000000,34
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,이익잉여금,402135600000000,370513188000000,346652238000000,35
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,주식발행초과금,4403893000000,4403893000000,4403893000000,36
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,비지배지분,12007082000000,10504467000000,10444090000000,37
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,부채와자본총계,566942110000000,514531948000000,455905980000000,38
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,유동부채,106411348000000,93326299000000,75719452000000,40
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,예수금,1001885000000,991812000000,892441000000,41
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,단기차입금,17574980000000,13172504000000,7114601000000,42
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,미지급비용,32707431000000,29613258000000,26013273000000,43
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,선수금,1933598000000,1841420000000,1492602000000,44
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,유동성장기부채,1177508000000,2207290000000,1308875000000,45
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,당기법인세부채,7037174000000,4340171000000,3358715000000,46
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,매각예정분류부채,0,0,61654000000,47
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,기타유동부채,2883176000000,2025833000000,2308472000000,48
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,미지급금,21365657000000,18547365000000,15324119000000,49
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,충당부채,7690559000000,8216469000000,6524876000000,50
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,매입채무,13039380000000,12370177000000,11319824000000,51
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,부채총계,130621773000000,112339878000000,92228115000000,52
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,비유동부채,24210425000000,19013579000000,16508663000000,53
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,이연법인세부채,709226000000,528231000000,620549000000,54
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,사채,7134000000,14530000000,537618000000,55
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,장기차입금,6479517000000,3935860000000,3724850000000,56
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,순확정급여부채,558520000000,521410000000,456557000000,57
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,장기충당부채,2900411000000,3120044000000,2878450000000,58
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,기타비유동부채,7953586000000,5383049000000,2802356000000,59
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,장기미지급금,5602031000000,5510455000000,5488283000000,60
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,자산총계,566942110000000,514531948000000,455905980000000,7
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,유동자산,247684612000000,227062266000000,195936557000000,8
1,005930,삼성전자,00126380,2025,CFS,BS,재무상태표,미수금,7481327000000,9622974000000,6633248000000,9
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,매출원가,202235513000000,186562268000000,180388580000000,10
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,기본주당이익,6605,4950,2131,12
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,희석주당이익,6603,4950,2131,13
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,금융비용,11733764000000,12985684000000,12645530000000,14
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,금융수익,16240302000000,16703304000000,16100148000000,15
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,매출총이익,131370425000000,114308635000000,78546914000000,16
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,법인세비용(수익),4274666000000,3078383000000,-4480835000000,17
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,당기순이익,45206805000000,34451351000000,15487100000000,18
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,비지배지분,945849000000,829988000000,1013699000000,20
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,지배기업 소유주지분,44260956000000,33621363000000,14473401000000,21
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,법인세비용차감전순이익,49481471000000,37529734000000,11006265000000,22
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,매출액,333605938000000,300870903000000,258935494000000,23
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,지분법이익,682700000000,751044000000,887550000000,24
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,영업이익,43601051000000,32725961000000,6566976000000,6
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,기타수익,2267083000000,1960338000000,1180448000000,7
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,기타비용,1575901000000,1625229000000,1083327000000,8
1,005930,삼성전자,00126380,2025,CFS,IS,손익계산서,판매비와관리비,87769374000000,81582674000000,71979938000000,9
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,연결기타포괄손익,6083719000000,16844987000000,3350311000000,10
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,후속적으로 당기손익으로 재분류되는 포괄손익,1205886000000,15382480000000,2684368000000,11
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,현금흐름위험회피파생상품평가손익,1706000000,-38946000000,927000000,12
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,해외사업장환산외환차이,960019000000,15116099000000,2621479000000,13
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,관계기업 및 공동기업의 기타포괄손익에 대한 지분,244161000000,305327000000,61962000000,14
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,후속적으로 당기손익으로 재분류되지 않는 포괄손익,4877833000000,1462507000000,665943000000,15
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,기타포괄손익-공정가치금융자산평가손익,4678338000000,2300166000000,1481091000000,16
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,순확정급여부채(자산) 재측정요소,106691000000,-766078000000,-828298000000,17
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,관계기업 및 공동기업의 기타포괄손익에 대한 지분,92804000000,-71581000000,13150000000,18
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,당기순이익,45206805000000,34451351000000,15487100000000,19
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,총포괄손익,51290524000000,51296338000000,18837411000000,6
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,비지배지분,1386561000000,1248139000000,991750000000,8
1,005930,삼성전자,00126380,2025,CFS,CIS,포괄손익계산서,지배기업 소유주지분,49903963000000,50048199000000,17845661000000,9
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,자기주식의 취득,8189263000000,1811775000000,0,10
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,비지배지분의 증감,973000000,8511000000,9118000000,11
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,장기차입금의 차입,2807001000000,404954000000,354712000000,12
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,단기차입금의 순증가(감소),4655349000000,5871346000000,2145400000000,13
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,배당금의 지급,9897183000000,10888749000000,9864474000000,14
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,사채 및 장기차입금의 상환,2852971000000,1364508000000,1219579000000,15
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,투자활동현금흐름,-68512206000000,-85381702000000,-16922817000000,16
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,당기손익-공정가치금융자산의 처분,142584000000,309970000000,63962000000,17
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,기타포괄손익-공정가치금융자산의 처분,851834000000,389680000000,6521568000000,18
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,장기금융상품의 처분,4519179000000,4100008000000,4565426000000,19
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,기초의 현금및현금성자산,53705579000000,69080893000000,49680710000000,2
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,매각예정분류자산 처분으로 인한 현금유입액,0,101563000000,0,20
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,당기손익-공정가치금융자산의 취득,146774000000,70982000000,130459000000,21
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,기타포괄손익-공정가치금융자산의 취득,129636000000,185876000000,124488000000,22
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,장기금융상품의 취득,13533556000000,3987279000000,5307770000000,23
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,단기상각후원가금융자산의 순감소(증가),0,620858000000,-195616000000,24
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,단기당기손익-공정가치금융자산의 순감소(증가),11163000000,-9735000000,2718000000,25
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,단기금융상품의 순감소(증가),-6701150000000,-32976756000000,39421565000000,26
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,사업양도로 인한 현금유입액,418093000000,0,0,27
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,사업결합으로 인한 순현금유출액,3131539000000,142156000000,356511000000,28
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,기타투자활동으로 인한 현금유출입액,-226491000000,17114000000,-913897000000,29
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,기말의 현금및현금성자산,57856378000000,53705579000000,69080893000000,3
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,정부보조금의 수취,1722357000000,0,0,30
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,무형자산의 처분,13554000000,15869000000,11744000000,31
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,관계기업 및 공동기업 투자의 처분,6643000000,33178000000,33457000000,32
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,유형자산의 처분,149828000000,156191000000,98341000000,33
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,무형자산의 취득,4630970000000,2335284000000,2922875000000,34
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,관계기업 및 공동기업 투자의 취득,325146000000,11710000000,78690000000,35
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,유형자산의 취득,47522179000000,51406355000000,57611292000000,36
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,영업활동현금흐름,85315148000000,72982621000000,44137427000000,37
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,영업에서 창출된 현금흐름,87988515000000,75830873000000,46547889000000,38
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,영업활동으로 인한 자산부채의 변동,-9613906000000,-1567557000000,-5458745000000,39
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,조정,52395616000000,42947079000000,36519534000000,40
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,당기순이익,45206805000000,34451351000000,15487100000000,41
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,배당금 수입,253105000000,268482000000,269169000000,42
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,법인세 납부액,7137295000000,6450044000000,6620950000000,43
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,이자의 지급,469730000000,675049000000,844691000000,44
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,이자의 수취,4680553000000,4008359000000,4786010000000,45
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,외화환산으로 인한 현금의 변동,825897000000,4821010000000,792785000000,46
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,현금및현금성자산의 증가(감소),4150799000000,-15375314000000,19400183000000,47
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,매각예정분류,0,0,-14153000000,8
1,005930,삼성전자,00126380,2025,CFS,CF,현금흐름표,재무활동현금흐름,-13478040000000,-7797243000000,-8593059000000,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,960019000000,15116099000000,2621479000000,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,-43107000000,152251000000,9564000000,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,1003126000000,14963848000000,2611915000000,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,1003126000000,14963848000000,2611915000000,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,0,0,0,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,0,0,0,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,해외사업장환산외환차이,0,0,0,10
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,711447000000,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,0,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,711447000000,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,0,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,0,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,711447000000,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,주식기준보상,0,0,0,11
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,0,0,0,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,8233000000,26841000000,11409000000,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,8233000000,26841000000,11409000000,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,0,0,0,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,0,0,0,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,0,0,0,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타,8233000000,26841000000,11409000000,12
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,4213173000000,2009920000000,1487177000000,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,465165000000,290246000000,-6086000000,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,4678338000000,2300166000000,1481091000000,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,3993948000000,1960896000000,-2554690000000,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,219225000000,49024000000,4041867000000,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,0,0,0,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기타포괄손익-공정가치금융자산평가손익,0,0,0,13
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,106691000000,-766078000000,-828298000000,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,17941000000,-18661000000,-30382000000,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,88750000000,-747417000000,-797916000000,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,88750000000,-747417000000,-797916000000,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,0,0,0,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,0,0,0,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,순확정급여부채(자산) 재측정요소,0,0,0,14
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,44260956000000,33621363000000,14473401000000,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,945849000000,829988000000,1013699000000,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,45206805000000,34451351000000,15487100000000,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,0,0,0,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,0,0,0,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,0,0,0,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,당기순이익,44260956000000,33621363000000,14473401000000,15
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,8189263000000,1811775000000,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,0,0,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,8189263000000,1811775000000,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,8189263000000,1811775000000,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,0,0,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,0,0,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 취득,0,0,0,16
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,336965000000,233746000000,75112000000,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,713000000,-5685000000,4955000000,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,336252000000,239431000000,70157000000,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,0,0,0,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,0,0,0,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,336252000000,239431000000,70157000000,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,관계기업 및 공동기업의 기타포괄손익에 대한 지분,0,0,0,17
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,0,0,0,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,0,0,0,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,0,0,0,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,204471000000,-76626000000,230000000,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,204471000000,-76626000000,230000000,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,0,0,0,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체의 변동,0,0,0,3
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,897514000000,897514000000,897514000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,370513188000000,346652238000000,337946407000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,15873008000000,1280130000000,1938328000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,391687603000000,353233775000000,345186142000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,10504467000000,10444090000000,9563462000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,402192070000000,363677865000000,354749604000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,기초자본,4403893000000,4403893000000,4403893000000,4
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,-973000000,-8511000000,-9368000000,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,-973000000,-8511000000,-9368000000,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,0,0,0,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,0,0,0,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,0,0,0,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,0,0,0,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,연결실체내 자본거래 등,0,0,0,5
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,0,0,0,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,0,0,0,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,0,0,0,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,3049041000000,0,0,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,-3049041000000,0,,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,0,0,0,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자기주식의 소각,0,0,0,6
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,9808728000000,9809437000000,9809437000000,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,87444000000,1102625000000,101984000000,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,9896172000000,10912062000000,9911421000000,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,0,0,0,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,0,0,0,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,0,0,0,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,배당,9808728000000,9809437000000,9809437000000,7
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,897514000000,897514000000,897514000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,402135600000000,370513188000000,346652238000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,16876248000000,15873008000000,1280130000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,424313255000000,391687603000000,353233775000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,12007082000000,10504467000000,10444090000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,436320337000000,402192070000000,363677865000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,자본총계,4403893000000,4403893000000,4403893000000,8
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,0,0,0,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,0,0,0,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,1706000000,-38946000000,927000000,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,1706000000,-38946000000,927000000,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,0,0,0,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,1706000000,-38946000000,927000000,9
1,005930,삼성전자,00126380,2025,CFS,SCE,자본변동표,현금흐름위험회피파생상품평가손익,0,0,0,9
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,단기투자자산,5338768000000,569236000000,860972000000,10
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,당기법인세자산,67715000000,57467000000,69916000000,11
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,매출채권,18199078000000,13019006000000,6600273000000,12
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,재고자산,14289390000000,13313937000000,13480659000000,13
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,매각예정자산,0,0,29441000000,14
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,기타유동자산,1378035000000,1393744000000,925502000000,15
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,기타금융자산,195259000000,45309000000,83750000000,16
2,000660,SK하이닉스,00164779,2025,CFS,BS,재무상태표,기타수취채권,386343000000,293061000000,357641000000,17
