stock_code,corp_name,corp_code,bsns_year,fs_div,sj_div,sj_nm,account_nm,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord
58430,리노공업,369657,2025,OFS,CF,현금흐름표,투자활동현금흐름,-103850828522.0,-46761936241.0,-61048311242.0,11
58430,리노공업,369657,2024,OFS,CF,현금흐름표,영업활동현금흐름,110106597065.0,110391022028.0,108593008315.0,25
58430,리노공업,369657,2024,OFS,CF,현금흐름표,투자활동현금흐름,-46761936241.0,-61048311242.0,-117259026467.0,11
58430,리노공업,369657,2023,OFS,CF,현금흐름표,영업활동현금흐름,110391022028.0,108593008315.0,130580737722.0,25
58430,리노공업,369657,2023,OFS,CF,현금흐름표,투자활동현금흐름,-61048311242.0,-117259026467.0,-131720027625.0,11
5930,삼성전자,126380,2025,CFS,CF,현금흐름표,영업활동현금흐름,85315148000000.0,72982621000000.0,44137427000000.0,37
5930,삼성전자,126380,2025,CFS,CF,현금흐름표,투자활동현금흐름,-68512206000000.0,-85381702000000.0,-16922817000000.0,16
5930,삼성전자,126380,2024,CFS,CF,현금흐름표,영업활동현금흐름,72982621000000.0,44137427000000.0,62181346000000.0,35
5930,삼성전자,126380,2024,CFS,CF,현금흐름표,투자활동현금흐름,-85381702000000.0,-16922817000000.0,-31602804000000.0,16
5930,삼성전자,126380,2023,CFS,CF,현금흐름표,영업활동현금흐름,44137427000000.0,62181346000000.0,65105448000000.0,34
5930,삼성전자,126380,2023,CFS,CF,현금흐름표,투자활동현금흐름,-16922817000000.0,-31602804000000.0,-33047763000000.0,15
58650,심텍,1095722,2025,CFS,CF,현금흐름표,영업활동현금흐름,-198611950618.0,-161257696543.0,-93400713811.0,43
58650,심텍,1095722,2025,CFS,CF,현금흐름표,투자활동현금흐름,-18765150591.0,-96814709436.0,-90292598477.0,22
58650,심텍,1095722,2024,CFS,CF,현금흐름표,영업활동현금흐름,-161257696543.0,-93400713811.0,435472860488.0,40
