row_no,date,company,stock_code,market,title,acptno,doc_no,doc_url,crime_type,status,amount,equity,equity_pct,severity,accident_date,confirm_date,accident_content,future_plan,note,full_text,parse_error
885,2026-06-10,인크레더블버즈,06409,코스닥,기타시장안내(상장폐지 관련 이의신청서 접수),20260610000987,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260610000987&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
884,2026-06-10,듀오백,07319,코스닥,기타시장안내(관리종목지정우려종목)(시가총액 150억원 미달),20260610001017,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260610001017&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
883,2026-06-10,씨씨에스,06679,코스닥,기타시장안내(개선계획 이행내역서 제출),20260610000992,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260610000992&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
882,2026-06-10,유틸렉스,26305,코스닥,기타시장안내(상장폐지 관련 이의신청서 접수),20260610000990,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260610000990&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
881,2026-06-10,판타지오,03280,코스닥,기타시장안내(최대주주의 의무보유 이행 관련),20260610000827,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260610000827&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
880,2026-06-09,이오플로우,29409,코스닥,기타시장안내(실질심사 대상여부 결정을 위한 조사기간 연장 안내),20260609000730,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260609000730&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
879,2026-06-09,셀레스트라,35277,코스닥,기타시장안내(정리매매 보류 관련),20260609000639,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260609000639&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
878,2026-06-09,티에스넥스젠,04322,코스닥,기타시장안내(정리매매 보류 관련),20260609000536,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260609000536&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
877,2026-06-08,셀피글로벌,06894,코스닥,기타시장안내(정리매매 보류 관련),20260608001068,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260608001068&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
876,2026-06-08,셀레스트라,35277,코스닥,기타시장안내(기업심사위원회 심의·의결 결과 안내),20260608001062,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260608001062&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
875,2026-06-08,티에스넥스젠,04322,코스닥,기타시장안내(기업심사위원회 심의·의결 결과 안내),20260608001046,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260608001046&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
874,2026-06-08,파라택시스코리아,28833,코스닥,기타시장안내(개선계획서 제출),20260608001044,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260608001044&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
873,2026-06-05,다원시스,06824,코스닥,기타시장안내(상장적격성 실질심사 대상 결정 ),20260605000794,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260605000794&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
872,2026-06-05,올리패스,24446,코스닥,기타시장안내(회생절차 개시결정 관련 시장안내),20260605000540,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260605000540&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
871,2026-06-05,투비소프트,07997,코스닥,기타시장안내(정리매매 보류 관련),20260605000493,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260605000493&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
870,2026-06-04,투비소프트,07997,코스닥,기타시장안내(기업심사위원회 심의·의결 결과 안내),20260604000899,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260604000899&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
869,2026-06-04,이오플로우,29409,코스닥,기타시장안내(기업심사위원회 개최 결과 및 심의속행 결정 안내),20260604000892,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260604000892&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
868,2026-06-04,제일엠앤에스,41254,코스닥,기타시장안내(기업심사위원회 개최 결과 및 심의속행 결정 안내),20260604000889,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260604000889&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
867,2026-06-02,비덴트,12180,코스닥,기타시장안내(코스닥시장위원회 심의·의결 결과 등 안내),20260602000859,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260602000859&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
866,2026-06-02,대산F&B,06515,코스닥,기타시장안내(개선기간 종료에 따른 상장폐지 여부 결정 안내 ),20260602000845,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260602000845&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
865,2026-06-02,삼영이엔씨,06557,코스닥,기타시장안내(기업심사위원회 개최기한 연장안내),20260602000485,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260602000485&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
864,2026-06-01,소프트센,03268,코스닥,기타시장안내(소프트센 1우선주 관리종목지정 우려예고),20260601001777,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260601001777&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
863,2026-05-29,한국제13호스팩,46444,코스닥,기타시장안내(주권 상장폐지 우려 예고),20260529002044,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260529002044&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
862,2026-05-29,DGI,09952,코스닥,기타시장안내(상장폐지 관련 이의신청서 접수),20260529001382,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260529001382&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
861,2026-05-28,드래곤플라이,03035,코스닥,기타시장안내(개선계획서 제출),20260528000723,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260528000723&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
860,2026-05-27,삼영이엔씨,06557,코스닥,기타시장안내(코스닥시장위원회 심의·의결 결과 및 개선기간 부여 안내),20260527001068,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260527001068&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
859,2026-05-26,인크레더블버즈,06409,코스닥,기타시장안내(상장적격성 실질심사 사유추가 안내),20260526000782,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260526000782&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
858,2026-05-26,시큐레터,41825,코스닥,기타시장안내(개선계획 이행내역서 제출),20260526000789,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260526000789&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
857,2026-05-22,앱토크롬,10996,코스닥,기타시장안내(앱토크롬 6WR 신주인수권 행사기간 만료 및 상장폐지 예고),20260522000746,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260522000746&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
856,2026-05-22,티에스넥스젠,04322,코스닥,기타시장안내(개선계획서 제출),20260522000507,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260522000507&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
855,2026-05-21,파라택시스코리아,28833,코스닥,기타시장안내(상장적격성 실질심사 대상 결정),20260521000988,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260521000988&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
854,2026-05-21,비유테크놀러지,23098,코스닥,기타시장안내(상장폐지결정 효력정지 등 가처분 신청 기각에 따른 정리매매절차 재개),20260521000415,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260521000415&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
853,2026-05-21,이화공영,00184,코스닥,기타시장안내(기업심사위원회 개최 결과 안내),20260521000359,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260521000359&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
852,2026-05-20,판타지오,03280,코스닥,기타시장안내(최대주주의 의무보유 대상 확인 관련),20260520000757,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260520000757&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
851,2026-05-20,한국유니온제약,08072,코스닥,기타시장안내(상장폐지 절차 관련 안내),20260520000409,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260520000409&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
850,2026-05-20,플래스크,04159,코스닥,기타시장안내(정리매매 보류 관련),20260520000260,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260520000260&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
849,2026-05-19,KB제27호스팩,46468,코스닥,기타시장안내(주권 상장폐지 우려 예고),20260519000709,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260519000709&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
848,2026-05-19,플래스크,04159,코스닥,기타시장안내(코스닥시장위원회 개최 결과 및 상장폐지 결정 안내),20260519000404,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260519000404&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
847,2026-05-18,유틸렉스,26305,코스닥,기타시장안내(기업심사위원회 개최 결과 안내),20260518000996,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260518000996&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
846,2026-05-18,인크레더블버즈,06409,코스닥,기타시장안내(기업심사위원회 개최 결과 안내),20260518000995,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='kind.krx.co.kr', port=443): Max retries exceeded with url: /common/disclsviewer.do?method=search&acptno=20260518000995&docno=&viewerhost=&viewerport= (Caused by NameResolutionError(""HTTPSConnection(host='kind.krx.co.kr', port=443): Failed to resolve 'kind.krx.co.kr' ([Errno 11001] getaddrinfo failed)""))"
